SOURCE_ASSET_KEY,TARGET_ASSET_KEY
snowflake/dbt/private/related_users__base_cards,snowflake/dbt/private/related_users__stg_aggregated_cards
snowflake/dbt/private/related_users__base_orders,snowflake/dbt/private/related_users__stg_processed_sales_orders
snowflake/dbt/private/related_users__base_payout_accounts,snowflake/dbt/private/related_users__stg_aggregated_payout_accounts
snowflake/dbt/private/related_users__base_public_address,snowflake/dbt/private/related_users__stg_connected_accounts
snowflake/dbt/private/related_users__base_purchases,snowflake/dbt/private/related_users__stg_processed_sales_orders
snowflake/dbt/private/related_users__base_simulated_users,snowflake/dbt/private/related_users__stg_aggregated_cards
snowflake/dbt/private/related_users__base_simulated_users,snowflake/dbt/private/related_users__stg_aggregated_google_normalized_addresses
snowflake/dbt/private/related_users__base_simulated_users,snowflake/dbt/private/related_users__stg_aggregated_normalized_addresses
snowflake/dbt/private/related_users__base_simulated_users,snowflake/dbt/private/related_users__stg_aggregated_payout_accounts
snowflake/dbt/private/related_users__base_ts_actions,snowflake/dbt/private/related_users__stg_banned_users
snowflake/dbt/private/related_users__base_ts_actions,snowflake/dbt/private/related_users__stg_ip_frontend_logs
snowflake/dbt/private/related_users__base_ts_addresses,snowflake/dbt/private/related_users__stg_aggregated_google_normalized_addresses
snowflake/dbt/private/related_users__base_ts_addresses,snowflake/dbt/private/related_users__stg_aggregated_normalized_addresses
snowflake/dbt/private/related_users__base_ts_addresses,snowflake/dbt/private/related_users__stg_allowed_addresses
snowflake/dbt/private/related_users__base_ts_addresses,snowflake/dbt/private/related_users__stg_allowed_normalized_addresses
snowflake/dbt/private/related_users__base_ts_addresses,snowflake/dbt/private/related_users__stg_connected_accounts_address_metrics
snowflake/dbt/private/related_users__base_user_device,snowflake/dbt/private/related_users__stg_aggregated_user_devices
snowflake/dbt/private/related_users__base_user_device,snowflake/dbt/private/related_users__stg_connected_accounts_device_metrics
snowflake/dbt/private/related_users__base_user_device,snowflake/dbt/private/related_users__stg_employee_devices
snowflake/dbt/private/related_users__base_user_vip_status,snowflake/dbt/private/related_users__stg_protected_users
snowflake/dbt/private/related_users__base_users,snowflake/dbt/core/related_users__protected_users
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_aggregated_phone_numbers
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_aggregated_phone_numbers_history
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_banned_users
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_connected_accounts_email_metrics
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_connected_accounts_name_metrics
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_connected_accounts_referral_metrics
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_employee_devices
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_ip_frontend_logs
snowflake/dbt/private/related_users__base_users,snowflake/dbt/private/related_users__stg_protected_users
snowflake/dbt/private/related_users__base_users_history,snowflake/dbt/private/related_users__stg_aggregated_phone_numbers_history
snowflake/dbt/private/related_users__stg_aggregated_cards,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_google_normalized_addresses,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_normalized_addresses,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_payout_accounts,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_phone_numbers,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_phone_numbers_history,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_unioned_related_users_groups,snowflake/dbt/core/related_users__related_users_groups
snowflake/dbt/private/related_users__stg_aggregated_unioned_related_users_groups,snowflake/dbt/core/related_users__user_normalized_address_view
snowflake/dbt/private/related_users__stg_aggregated_user_devices,snowflake/dbt/private/related_users__stg_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_allowed_address_id,snowflake/dbt/private/related_users__stg_allowed_normalized_addresses
snowflake/dbt/private/related_users__stg_allowed_addresses,snowflake/dbt/private/related_users__stg_aggregated_google_normalized_addresses
snowflake/dbt/private/related_users__stg_allowed_addresses,snowflake/dbt/private/related_users__stg_aggregated_normalized_addresses
snowflake/dbt/private/related_users__stg_allowed_normalized_addresses,snowflake/dbt/private/related_users__stg_allowed_addresses
snowflake/dbt/private/related_users__stg_banned_users,snowflake/dbt/private/related_users__stg_protected_by_connection
snowflake/dbt/private/related_users__stg_banned_users,snowflake/dbt/private/related_users__stg_protected_users
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_address_metrics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_device_metrics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_email_metrics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_heuristics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_name_metrics
snowflake/dbt/private/related_users__stg_connected_accounts,snowflake/dbt/private/related_users__stg_connected_accounts_referral_metrics
snowflake/dbt/private/related_users__stg_connected_accounts_address_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_connected_accounts_device_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_connected_accounts_email_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_connected_accounts_heuristics,snowflake/dbt/core/related_users__connected_accounts
snowflake/dbt/private/related_users__stg_connected_accounts_heuristics,snowflake/dbt/private/related_users__stg_protected_by_connection
snowflake/dbt/private/related_users__stg_connected_accounts_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_heuristics
snowflake/dbt/private/related_users__stg_connected_accounts_name_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_connected_accounts_referral_metrics,snowflake/dbt/private/related_users__stg_connected_accounts_metrics
snowflake/dbt/private/related_users__stg_employee_devices,snowflake/dbt/private/related_users__stg_aggregated_user_devices
snowflake/dbt/private/related_users__stg_ip_frontend_logs,snowflake/dbt/private/related_users__stg_related_users_ip_pairs
snowflake/dbt/private/related_users__stg_processed_sales_orders,snowflake/dbt/private/related_users__stg_connected_accounts_address_metrics
snowflake/dbt/private/related_users__stg_processed_sales_orders,snowflake/dbt/private/related_users__stg_protected_user_orders
snowflake/dbt/private/related_users__stg_protected_buyers,snowflake/dbt/private/related_users__stg_protected_users
snowflake/dbt/private/related_users__stg_protected_by_connection,snowflake/dbt/core/related_users__protected_users
snowflake/dbt/private/related_users__stg_protected_sellers,snowflake/dbt/private/related_users__stg_protected_users
snowflake/dbt/private/related_users__stg_protected_user_orders,snowflake/dbt/private/related_users__stg_protected_buyers
snowflake/dbt/private/related_users__stg_protected_user_orders,snowflake/dbt/private/related_users__stg_protected_sellers
snowflake/dbt/private/related_users__stg_protected_users,snowflake/dbt/core/related_users__protected_users
snowflake/dbt/private/related_users__stg_protected_users,snowflake/dbt/private/related_users__stg_protected_by_connection
snowflake/dbt/private/related_users__stg_related_users_ip_pairs,snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip
snowflake/dbt/private/related_users__stg_related_users_pairs,snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip
snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip,snowflake/dbt/core/related_users__asymmetric_user_links
snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip,snowflake/dbt/private/related_users__stg_connected_accounts
snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip,snowflake/dbt/private/related_users__stg_related_users_with_ip_and_relationship_timestamp
snowflake/dbt/private/related_users__stg_related_users_with_ip_and_relationship_timestamp,snowflake/dbt/core/related_users__all_related_users
snowflake/dbt/private/related_users__stg_unioned_related_users_groups,snowflake/dbt/private/related_users__stg_aggregated_unioned_related_users_groups
snowflake/dbt/private/related_users__stg_unioned_related_users_groups,snowflake/dbt/private/related_users__stg_related_users_pairs
snowflake/dbt/private/security__base_addresses_history,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/security__base_legacy_blocked_users,snowflake/dbt/private/security__stg_user_blocklist_unfiltered
snowflake/dbt/private/security__base_listings,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/security__base_tap_live_chat_send_button,snowflake/dbt/private/security__stg_chat_taps_by_user
snowflake/dbt/private/security__base_ts_actions,snowflake/dbt/private/security__stg_flagged_users
snowflake/dbt/private/security__base_user_flagged_as_bot,snowflake/dbt/private/security__stg_flagged_users
snowflake/dbt/private/security__base_user_livestream_watches,snowflake/dbt/private/security__stg_livestream_watch_duration
snowflake/dbt/private/security__base_users,snowflake/dbt/private/security__stg_user_blocklist_unfiltered
snowflake/dbt/private/security__base_users_history,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/security__stg_chat_taps_by_user,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/security__stg_false_positive_metrics,snowflake/dbt/core/security__user_blocklist
snowflake/dbt/private/security__stg_flagged_users,snowflake/dbt/private/security__stg_user_blocklist_unfiltered
snowflake/dbt/private/security__stg_livestream_watch_duration,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/security__stg_user_blocklist_unfiltered,snowflake/dbt/core/security__user_blocklist
snowflake/dbt/private/security__stg_user_blocklist_unfiltered,snowflake/dbt/private/security__stg_false_positive_metrics
snowflake/dbt/private/seller_info__base_listings,snowflake/dbt/private/seller_info__stg_first_listings
snowflake/dbt/private/seller_info__base_livestream_products,snowflake/dbt/private/seller_info__stg_first_listings
