ASSET_KEY,ASSET_GROUP,SERVICE_TIER,DOMAIN,RESOURCE_TYPE
snowflake/dbt/private/whatnot_app__stg_tag_ancestors,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_tag_descendants,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_tag_parents,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_tag_relative_layer,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_tag_taxonomy,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_unioned_app_versions,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/products/a__active_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__appsflyer_installs,dbt__products__attributions,t3,Analytics,snowflake
snowflake/dbt/products/a__appsflyer_installs_attribution,dbt__products__attributions,t3,Analytics,snowflake
snowflake/dbt/products/a__async_auctions,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__buyer_lifetime_category,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__buyer_segmentation,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__category_reporting,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__client_device_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__client_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__date,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__discovery_feed_events,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__event_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__event_day_cohort_retention,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__historical_report_reason_mapping,dbt__products__a__historical_report_reason_mapping,t2,unset,snowflake
snowflake/dbt/products/a__listing_product_attributes,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__listings,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_category,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_category_reporting,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_concurrents,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_listing,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_viewer,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__livestream_viewer_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__location_reporting,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__metric_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__metric_week,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__order,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__order_cancel,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__order_refund,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__order_refund_view,dbt__products__analytics_core,t4,Analytics,snowflake
snowflake/dbt/products/a__order_view,dbt__products__analytics_core,t4,Analytics,snowflake
snowflake/dbt/products/a__referral,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__refund,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__refund_request,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__refund_request_view,dbt__products__analytics_core,t4,Analytics,snowflake
snowflake/dbt/products/a__refund_view,dbt__products__analytics_core,t4,Analytics,snowflake
snowflake/dbt/products/a__seller,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__seller_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__seller_segmentation,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__seo_traffic_attribution,dbt__products__attributions,t3,Analytics,snowflake
snowflake/dbt/products/a__seo_traffic_touchpoints,dbt__products__attributions,t3,Analytics,snowflake
snowflake/dbt/products/a__shipments,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__shipping_adjustment_line_items,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_autocomplete_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_cross_category_engagement,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_direct_order,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_discovery_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_feed_category_zero_live_counts,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_feed_views,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_feed_watch_time_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_frontend_livestream_watch_events,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_giveaway_order,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_listings_collapsed,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_live_listings_collapsed,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_liveshop_status,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_livestreams,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_marketplace_approval,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_marketplace_status,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_mbe_listings_collapsed,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_active_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_concurrents_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_impressions,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_tap,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_viewer,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_viewer_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_viewer_week,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_livestream_week,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_order,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_order_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_metric_order_week,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_order_attribution,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_product_feed_engagement_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_search_chat_funnel,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_seller_spine,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_serp_user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_events_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_first_platform,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_livestream_feed_attribution,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_order_product_category_affinity,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_order_seller_affinity,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_user_platform_session,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__stg_wab_repeat_buyers,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__support_cost,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__tips,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_category_first_livestream_order,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_category_follows,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_days_since_creation,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_device_advertising_id,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_first_purchase_milestones,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_gmv_cm_datelist,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_order_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_platform,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__user_segmentation,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__verification_request,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__weekly_projection,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__weekly_projection_international,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__zendesk_agent_team_roster,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__zendesk_ticket,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__zendesk_ticket_agent_event,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__zendesk_ticket_day,dbt__products__analytics_core,t3,Analytics,snowflake
snowflake/dbt/products/a__zendesk_ticket_events,dbt__products__analytics_core,t2,Analytics,snowflake
snowflake/dbt/products/a__zendesk_upstream_ticket,dbt__products__analytics_core,t2,Analytics,snowflake
snowflake/dbt/products/account__hierarchy,dbt__products__sales,t3,Analytics,snowflake
snowflake/dbt/products/account__sellers,dbt__products__sales,t3,Analytics,snowflake
snowflake/dbt/products/account_health__overview,dbt__products__account_health,t3,GlobalTrustAndSafety,snowflake
snowflake/dbt/products/account_management__gmv_targets,dbt__products__sales,t3,Analytics,snowflake
snowflake/dbt/products/account_management__seller_orders,dbt__products__sales,t3,Analytics,snowflake
snowflake/dbt/products/account_management__sellers,dbt__products__sales,t3,Analytics,snowflake
snowflake/dbt/products/accounting__dac7_reporting,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__l1_category_l28d_cm,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__order,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__order_line_items,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__paid_and_influencer_marketing_spend,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__seller_ltv_multipliers,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__stg_cm_ltv_multiplier,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__stg_dac7_reporting,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__stg_gmv_ltv_multiplier,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__user_ltv,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting__user_referral_cost,dbt__products__financial_accounting,t3,Analytics,snowflake
snowflake/dbt/products/accounting_metrics__contribution_margin_category_incentive_estimates,dbt__products__accounting_metrics__contribution_margin_category_incentive_estimates,t3,unset,snowflake
snowflake/dbt/products/accounting_metrics__contribution_margin_category_incentive_estimates_defaults,dbt__products__accounting_metrics__contribution_margin_category_incentive_estimates_defaults,t3,unset,snowflake
snowflake/dbt/products/accounting_metrics__cost_line_item_estimates,dbt__products__accounting_metrics__cost_line_item_estimates,t3,unset,snowflake
snowflake/dbt/products/accounting_metrics__cost_line_item_estimates_defaults,dbt__products__accounting_metrics__cost_line_item_estimates_defaults,t3,unset,snowflake
snowflake/dbt/products/ad_auctions__auction_features,dbt__products__ad_auctions,t2,Ads,snowflake
snowflake/dbt/products/ad_auctions__bids_and_winners,dbt__products__ad_auctions,t2,Ads,snowflake
snowflake/dbt/products/ad_auctions__daily_stats,dbt__products__ad_auctions,t2,Ads,snowflake
snowflake/dbt/products/ads__ad_backend_events_aggregated,dbt__products__ads,t2,Ads,snowflake
snowflake/dbt/products/ads__ad_campaigns_runtime_and_cpi_data,dbt__products__ads,t3,Ads,snowflake
snowflake/dbt/products/ads__ad_frontend_events,dbt__products__ads,t2,Ads,snowflake
snowflake/dbt/products/ads__ad_frontend_events_aggregated,dbt__products__ads,t2,Ads,snowflake
snowflake/dbt/products/ads__android_cm_rate_l12w,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__android_device_attributions,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__android_performance,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__android_performance_user,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__applovin_non_skan_performance,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__applovin_non_skan_performance_user,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__asa_performance,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__asa_performance_user,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__auction_campaign_behaviour,dbt__products__ads,t3,Ads,snowflake
snowflake/dbt/products/ads__auction_campaign_participation,dbt__products__ads,t1,Ads,snowflake
snowflake/dbt/products/ads__auction_stage_auction_ran,dbt__products__ads,t1,Ads,snowflake
snowflake/dbt/products/ads__buyer_cohorts,dbt__products__ads,t2,Ads,snowflake
snowflake/dbt/products/ads__campaign_budget_distribution,dbt__products__ads,t2,Ads,snowflake
snowflake/dbt/products/ads__campaign_names_stg,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__campaign_spine,dbt__products__ads,t3,Ads,snowflake
snowflake/dbt/products/ads__campaign_text_match,dbt__products__ad_performance,t3,unset,snowflake
snowflake/dbt/products/ads__cross_category_cm,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__cross_category_gmv_distribution,dbt__products__ad_performance,t3,Growth,snowflake
snowflake/dbt/products/ads__daily_eroas_stats,dbt__products__ad_performance,t3,Growth,snowflake
