ASSET_KEY,ASSET_GROUP,SERVICE_TIER,DOMAIN,RESOURCE_TYPE
snowflake/dbt/private/notifications__stg_notifications_hub_item_tap_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_notifications_hub_view_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_push_lifecycle,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/notifications__stg_push_lifecycle_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_send_request,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/notifications__stg_send_request_drop,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/notifications__stg_send_request_drop_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_send_request_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_statsig_aggs,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/notifications__stg_subject_generation_collapsed,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/notifications__stg_subject_generation_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_variant_selection_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_webhook_observability,dbt__core__notifications,t4,Notifications,snowflake
snowflake/dbt/private/notifications__stg_webhooks,dbt__core__notifications,t3,Notifications,snowflake
snowflake/dbt/private/order_reversals__base_orders,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/order_reversals__base_payment_refund_transaction_audit_logs,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/order_reversals__base_payment_transactions,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/order_reversals__stg_payment_transactions_by_order,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/order_reversals__stg_refunds_by_order,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/order_reversals__stg_status_by_order,dbt__core__order_reversals,t1,CustomerExperienceEngineering,snowflake
snowflake/dbt/private/orders__base_order_items,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__base_order_items_history,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__base_order_records,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__base_orders,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__stg_opinionated_order_shipment_id,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__stg_scd_order_items,dbt__core__orders,t1,Treasury,snowflake
snowflake/dbt/private/orders__stg_user_agent,dbt__core__orders,t4,Treasury,snowflake
snowflake/dbt/private/payments__base_ledger_transactions,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__base_payment_refund_transaction_audit_logs,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__base_payment_transactions,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__base_payments,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__base_payments_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__base_refund_requests,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__stg_ledger_transactions_exchange_rates,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__stg_payment_status_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__stg_payment_transaction_cancellations,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/payments__stg_payment_transactions_exchange_rates,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/projections__expected_invoice_post_scan_shipping_adjustment,dbt__core__core_v2_beta,t4,DataPlatform,snowflake
snowflake/dbt/private/projections__shipping_post_scan_adjustment_forecast,dbt__core__core_v2_beta,t4,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_handling_charges,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_listings,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_order_items,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_order_items_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_order_records,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_orders,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_orders_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_shipping_credits_usages,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__base_user_cancelled_order,dbt__core__core_v2_beta,t2,DataPlatform,snowflake
snowflake/dbt/private/purchases__scd_order_items,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__scd_orders,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_base_for_exchange_rates,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_exchange_rates,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_handling_charges,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_order_item_lifecycle,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_order_lifecycle,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_order_listings,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_order_opinionated_shipment_id,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/purchases__stg_user_cancellation_requests,dbt__core__core_v2_beta,t2,DataPlatform,snowflake
snowflake/dbt/private/receipts__base_coupon_usages,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_coupons,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_invoice_line_items,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_invoices,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_ledger_transactions,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_listings,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_order_items,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_order_taxes,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_orders,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_payments,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__base_shipping_credit_usages,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_exchange_rate_by_invoice,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_exchange_rate_by_ledger,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_exchange_rate_by_payment,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_ledger_by_order,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_order_invoice_line_items,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_order_receipt,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_order_receipt_current,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_order_receipt_legacy,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_payment_by_order,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_earning_invoice_line_items,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_earning_receipt,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_earning_receipt_current,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_earning_receipt_legacy,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_payout_invoice_line_items,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_payout_receipt,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_payout_receipt_current,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/receipts__stg_seller_payout_receipt_legacy,dbt__core__receipts,t1,Treasury,snowflake
snowflake/dbt/private/referrals__base_referral_lifecycle,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__base_seller_info,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__base_users,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__base_users_history,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__stg_became_referral_at,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__stg_referral_code_history,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/referrals__stg_referred_users,dbt__core__referrals,t2,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_addresses_allowlist,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_app_events,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_cards,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_orders,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__base_payout_accounts,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_public_address,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__base_purchases,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__base_simulated_users,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_ts_actions,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_ts_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_user_device,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_user_vip_status,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__base_users,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__base_users_history,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_cards,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_google_normalized_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_normalized_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_payout_accounts,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_phone_numbers,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_phone_numbers_history,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_unioned_related_users_groups,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_aggregated_user_devices,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_allowed_address_id,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_allowed_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_allowed_normalized_addresses,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_banned_users,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_address_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_device_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_email_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_heuristics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_name_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_connected_accounts_referral_metrics,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_employee_devices,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_ip_frontend_logs,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_processed_sales_orders,dbt__core__related_users,t1,CoreML,snowflake
snowflake/dbt/private/related_users__stg_protected_buyers,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_protected_by_connection,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_protected_sellers,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_protected_user_orders,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_protected_users,dbt__core__related_users,t2,CoreML,snowflake
snowflake/dbt/private/related_users__stg_related_users_ip_pairs,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_related_users_pairs,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_related_users_pairs_with_ip,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_related_users_with_ip_and_relationship_timestamp,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/related_users__stg_unioned_related_users_groups,dbt__core__related_users,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_addresses_history,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_legacy_blocked_users,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_listings,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_tap_live_chat_send_button,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_ts_actions,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_user_flagged_as_bot,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_user_livestream_watches,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_users,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__base_users_history,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__stg_chat_taps_by_user,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__stg_false_positive_metrics,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__stg_flagged_users,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__stg_livestream_watch_duration,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/security__stg_user_blocklist_unfiltered,dbt__core__security,t1,DataPlatform,snowflake
snowflake/dbt/private/seller_info__base_listings,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__base_livestream_products,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__base_users,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__base_users_history,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__stg_first_listings,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__stg_list_of_sellers,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__stg_seller_status,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/seller_info__stg_seller_status_history,dbt__core__seller_info,t2,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_carrier_scan_map,dbt__core__shipments,t4,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_deleted_shipments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_order_items,dbt__core__shipments,t4,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_orders,dbt__core__shipments,t4,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipment_updates,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipments_history,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_adjustment_line_items,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_adjustments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_credit_usages,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_credits,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_insurance_claims,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_labels,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shipping_profiles,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shippo_invoices,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_shippo_override,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__base_tracking_updates,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__seed_carrier_scan_map,dbt__core__shipments,t1,unset,snowflake
snowflake/dbt/private/shipments__stg_aggregated_post_scan_shipping_adjustments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_aggregated_shipping_adjustments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_aggregated_shipping_dimension_changes,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_aggregated_shipping_insurance_claims,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_aggregated_shippo_invoices,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_aggregated_tracking_updates,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_exchange_rates,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_most_recent_shipment_id,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_orders,dbt__core__shipments,t4,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipment_lifecycle,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipment_updates,dbt__core__shipments,t4,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipments_history,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipping_adjustments,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipping_dimension_changes,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shipping_profiles,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shippo_invoices_shipment_id,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_shippo_override,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_simulated_users,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_tracking_updates,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/shipments__stg_tracking_updates_location,dbt__core__shipments,t1,DataPlatform,snowflake
snowflake/dbt/private/trust_signals__base_user_reports,dbt__products__trust_signals,t2,TrustPlatform,snowflake
snowflake/dbt/private/trust_signals__base_vip_sellers,dbt__products__trust_signals,t2,TrustPlatform,snowflake
snowflake/dbt/private/trust_signals__stg_user_reports,dbt__products__trust_signals,t2,TrustPlatform,snowflake
snowflake/dbt/private/user_reports__base_user_reports,dbt__core__user_reports,t4,GlobalTrustAndSafety,snowflake
snowflake/dbt/private/user_vip_status__base_ts_tag_actions,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__base_ts_tags,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__base_vip_definitions,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_gmv_tags_by_buyer,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_gmv_tags_by_seller,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_gmv_vip_tags_by_buyer,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_gmv_vip_tags_by_seller,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_livestreams_by_seller,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_orders_by_buyer_day,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_orders_by_buyer_rolling_day,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_orders_by_seller_day,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_orders_by_seller_rolling_day,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/user_vip_status__stg_ts_tag_actions,dbt__core__user_vip_status,t2,DataPlatform,snowflake
snowflake/dbt/private/users__base_addresses,dbt__core__users,t4,DataPlatform,snowflake
snowflake/dbt/private/users__base_compliance_logs,dbt__core__users,t4,DataPlatform,snowflake
snowflake/dbt/private/users__base_deleted_users,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_exclude_accounts,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_ts_tag_action,dbt__core__core_v2_beta,t2,DataPlatform,snowflake
snowflake/dbt/private/users__base_ts_tags,dbt__core__core_v2_beta,t2,DataPlatform,snowflake
snowflake/dbt/private/users__base_user_followed_user,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_user_object_action_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_user_profiles_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_user_unfollowed_user,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_users,dbt__core__users,t1,DataPlatform,snowflake
snowflake/dbt/private/users__base_users_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__stg_all_user_follow_actions,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__stg_home_address,dbt__core__users,t4,DataPlatform,snowflake
snowflake/dbt/private/users__stg_home_address_history,dbt__core__core_v2_beta,t4,DataPlatform,snowflake
snowflake/dbt/private/users__stg_mbe_user_follows,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__stg_shipping_address,dbt__core__users,t4,DataPlatform,snowflake
snowflake/dbt/private/users__stg_shipping_address_history,dbt__core__core_v2_beta,t4,DataPlatform,snowflake
snowflake/dbt/private/users__stg_user_follows_user,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__stg_user_profiles_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/users__stg_users_history,dbt__core__core_v2_beta,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__base_country_currency_regions,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__base_currency_conversion_rates,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__base_ecb_netsuite_exchange_rate,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__base_simulated_users,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__stg_exchange_rate_dates_and_currencies,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/utils__stg_exchange_rate_to_usd,dbt__core__utils,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_app_versions_legacy,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_application_opens,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_entity_relationships,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_livestream_tags,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_livestream_tags_history,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_product_categories,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_product_categories_history,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__base_taxonomies,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__category_group_mapping,dbt__core__whatnot_app,t1,unset,snowflake
snowflake/dbt/private/whatnot_app__stg_app_versions,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_app_versions_legacy,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_category_absolute_layer,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_category_ancestors,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_category_descendants,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_category_parents,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_category_relative_layer,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_custom_reporting_category,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_entity_relationships,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_livestream_tag_categories,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_livestream_tags_history,dbt__core__whatnot_app,t4,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_product_categories_history,dbt__core__whatnot_app,t4,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_reporting_category,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_root_reporting_category,dbt__core__whatnot_app,t1,DataPlatform,snowflake
snowflake/dbt/private/whatnot_app__stg_tag_absolute_layer,dbt__core__whatnot_app,t1,DataPlatform,snowflake
